epoch,train_loss,val_loss,val_f1,val_accuracy,val_precision,val_recall
1,1.0559539886621327,1.3489856312149449,0.8754212445186459,0.8581802648440837,0.9335290759136478,0.8581802648440837
2,0.5372785569383548,0.29887243399494573,0.9309781293515907,0.9248184536522853,0.9477083241821641,0.9248184536522853
3,0.3016798822925641,0.5248073464945743,0.8579086031118603,0.8381033746262281,0.9143639234924378,0.8381033746262281
4,0.27048131462473135,0.27050701960137014,0.8683609938261043,0.8509184109354977,0.9159509645680015,0.8509184109354977
5,0.2275529247063857,0.33566003881002726,0.95135101163779,0.9478855190089706,0.9632012968962137,0.9478855190089706
6,0.16782113034166216,0.09866369005880858,0.9354381907630657,0.9470311832550192,0.9510623741552099,0.9470311832550192
7,0.2537373469426082,0.14722529092901632,0.9479023886458094,0.944895343870141,0.9557507400548668,0.944895343870141
8,0.2024003311989418,0.12154739467721236,0.9482689253860037,0.9453225117471166,0.9559577222342536,0.9453225117471166
9,0.17064024582505227,0.1303687683845821,0.9479023886458094,0.944895343870141,0.9557507400548668,0.944895343870141
10,0.13783558349196728,0.1436301838410528,0.9446182543621786,0.9410508329773601,0.9539658435204907,0.9410508329773601
11,0.17944316210655065,0.10356754613550086,0.9799459183652723,0.9803502776591201,0.9826501738157387,0.9803502776591201
12,0.41551212198459186,0.9222193266216078,0.562429228081889,0.6121315677061085,0.5483746145516303,0.6121315677061085
13,0.4337521790293557,0.13333564173234136,0.9479023886458094,0.944895343870141,0.9557507400548668,0.944895343870141
14,0.4178520970619642,0.627380509125559,0.8226341179227691,0.7970952584365656,0.9106297091969935,0.7970952584365656
15,0.3816993772983551,0.09568479853241067,0.9536903188303825,0.9594190516873131,0.9625675485518089,0.9594190516873131
16,0.1759862400018252,0.09440087409395921,0.9784136613013861,0.9786416061512174,0.980548850036881,0.9786416061512174
17,0.1375497239140364,0.12405228144244144,0.9482689253860037,0.9453225117471166,0.9559577222342536,0.9453225117471166
18,0.1349174826191022,0.10357135847995155,0.9482689253860037,0.9453225117471166,0.9559577222342536,0.9453225117471166
19,0.13347647270331017,0.10281203216628025,0.9508446380123713,0.9483126868859462,0.9574588092108866,0.9483126868859462
20,0.12223507773417693,0.18468180298805237,0.8988266439842663,0.8859461768475011,0.9379761454000369,0.8859461768475011
21,0.11961350537952127,0.10255717094007291,0.9482689253860037,0.9453225117471166,0.9559577222342536,0.9453225117471166
22,0.11528137268928382,0.1266421020815247,0.9479023886458094,0.944895343870141,0.9557507400548668,0.944895343870141
23,0.1184490200991814,0.16580494414818914,0.9249540178026431,0.9175565997436993,0.9454326080103399,0.9175565997436993
24,0.11279161939254174,0.14483661988848134,0.947536191863053,0.9444681759931653,0.9555455499289813,0.9444681759931653
25,0.10979917843181353,0.17865569222914546,0.9193064099427863,0.9107219137120889,0.9435187609375645,0.9107219137120889
26,0.11206710223968212,0.12418304148473237,0.9479023886458094,0.944895343870141,0.9557507400548668,0.944895343870141
