epoch,train_loss,val_loss,val_f1,val_accuracy,val_precision,val_recall
1,0.27675827459478297,0.7095530793765394,0.38677074017705926,0.4520668425681618,0.5003932482678497,0.5628415300546448
2,0.14575567118754246,0.12755610342338197,0.8116693562053824,0.9397537379067722,0.9282991438703746,0.8128415300546448
3,0.15819310094692143,0.3191816312184749,0.7052976441779955,0.9195250659630607,0.6679601675716904,0.75
4,0.14519865049522526,1.3470013413181825,0.37522864640088244,0.4494283201407212,0.4989877247005019,0.5546448087431693
5,0.13634463229815125,0.09811432833931587,0.8991489891322292,0.9529463500439753,0.87312734082397,0.9348957822060797
6,0.146720691687739,0.1807696892566186,0.8116693562053824,0.9397537379067722,0.9282991438703746,0.8128415300546448
7,0.13200668335245555,0.1275506031321871,0.8116693562053824,0.9397537379067722,0.9282991438703746,0.8128415300546448
8,0.1258602153830985,0.1696306375316496,0.845430692613396,0.9089709762532981,0.8223143326938888,0.9049556624456006
9,0.1188779891615808,0.0759916545375985,0.9521945320507333,0.9859278803869833,0.9548266872291988,0.957350872026439
10,0.1273258560868207,0.08593277089959608,0.9220626179221268,0.9731750219876869,0.946043618126204,0.9177333856876411
11,0.1076373987220046,0.4836273639476813,0.7359944136227181,0.7941952506596306,0.7709768031895614,0.8268119498707502
12,0.11424736517941901,0.9065346105012752,0.6252923967607629,0.6838170624450308,0.7516987693953986,0.7516622492719479
13,0.11097851719545282,0.08127701195348432,0.9297598607609644,0.9762532981530343,0.9481270435658787,0.9272962272176958
14,0.09777561522932261,0.49244861500034653,0.7943906408057352,0.8579595426561126,0.792046259742889,0.8702251235234449
15,0.09914640171889176,0.21756185658059837,0.8744958933305225,0.9507475813544415,0.9587097467012093,0.8456562953050073
16,0.11142682351713115,0.08560895033200372,0.9521945320507333,0.9859278803869833,0.9548266872291988,0.957350872026439
17,0.09178306520468298,0.2148604950390055,0.8247147489843768,0.8891820580474934,0.8083373497605205,0.891482608553385
18,0.08273610972817383,0.12562956487335653,0.8760067399091789,0.9353562005277045,0.8482517189334228,0.922919734301888
19,0.08533864765544802,0.12593887452766783,0.8883988557973329,0.9450307827616534,0.8609322188727506,0.9295065606491935
20,0.07995765027268265,0.23405809890521442,0.8328233763130107,0.8970976253298153,0.8135029276784301,0.8968718301102713
21,0.07375028787111032,0.23036628231576586,0.8282922767857315,0.8927000879507476,0.8105702631983993,0.8938778181342234
22,0.07509091107741646,0.08436406789087054,0.9053932476501054,0.9573438874230431,0.8807726007628081,0.9378897941821276
23,0.06742682642757249,0.19738974913024232,0.850745208280092,0.9138082673702727,0.8263344911920038,0.9082490756192533
24,0.06187795894840729,0.16460259853745093,0.8591936243687373,0.9212840809146877,0.8331273408239701,0.9133388959785347
25,0.06343973328769731,0.06784805625336361,0.9189246103291301,0.9626209322779243,0.8955940988835726,0.9489496417002061
26,0.05348686117807145,0.057204496429982474,0.9327535932286237,0.9744942832014072,0.9189530854948965,0.9506331599096889
27,0.05834111351857805,0.07262841464006387,0.8961022897807038,0.9507475813544415,0.8695508029126682,0.9333987762180557
28,0.04783021349513252,0.038672721758812485,0.9951109300776806,0.9978012313104662,0.9960258645742517,0.9942361179280783
29,0.047280563320098556,0.05325838607934975,0.9720826892634497,0.9885664028144239,0.983163808116881,0.961804393888703
30,0.04905181708430848,0.21609345850393033,0.8502573678338903,0.9133685136323659,0.8259575295032153,0.9079496744216485
31,0.049427889839852086,0.03687047636138051,0.944907613351786,0.9815303430079155,0.9577273931383004,0.9426229508196722
32,0.042672581065817825,0.0473870283587391,0.9327535932286237,0.9744942832014072,0.9189530854948965,0.9506331599096889
33,0.04994500681784141,0.16781167423871912,0.8653483807926213,0.9265611257695691,0.8384051186017478,0.9169317103497923
34,0.04415712156736782,0.0972600053134149,0.8918807637490707,0.9463500439753738,0.8646772635259478,0.9325382022839567
35,0.040513083716977566,0.04894345315630329,0.9709114035961874,0.9876868953386104,0.9835117928441077,0.9594067135050741
36,0.04068367594778613,0.09255965569088516,0.8936992870431356,0.9489885664028144,0.8667982268999195,0.9322011714276366
37,0.04236453229509487,0.05190448153341351,0.9667334193901669,0.9828496042216359,0.9524896329764189,0.9840564772095154
38,0.04530496586542029,0.04235729096144464,0.994255995898752,0.9969217238346526,0.9907894736842106,0.9979041916167665
39,0.04139177170709678,0.04335063456401242,0.9864451434193247,0.9934036939313984,0.9944069147093466,0.9791736366677819
40,0.039329630476531444,0.036718406522009285,0.994255995898752,0.9969217238346526,0.9907894736842106,0.9979041916167665
41,0.03949385485445089,0.04089185777189916,0.9855572790556901,0.9920844327176781,0.9776119402985075,0.9946107784431137
42,0.03858087190149994,0.03381769361651012,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
43,0.04342843233026072,0.047746837119471114,0.9764083215725552,0.9876868953386104,0.9652433291184386,0.989483328425117
44,0.03697583752680316,0.032596721091916296,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
45,0.03897284474818363,0.0330388249965383,0.997638271733418,0.9991204925241864,0.9972972972972973,0.9979999185302864
46,0.039655591501426266,0.034931534968427956,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
47,0.039404635915060375,0.0356439994492469,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
48,0.03941102125186901,0.03572255523224986,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
49,0.036240992589672776,0.04815817664630495,0.9353936419937539,0.9722955145118733,0.9167130470443494,0.9576699060894605
50,0.04008287787212742,0.04523229104750966,0.9660107112249574,0.9824098504837291,0.9515170183274295,0.9837570760119105
51,0.03524008486525243,0.02799115750263711,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
52,0.035562642690587294,0.03027191334268899,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
53,0.03628405910747167,0.03755455808967955,0.994255995898752,0.9969217238346526,0.9907894736842106,0.9979041916167665
54,0.04145260936772293,0.03679905842298358,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
55,0.039994500390202234,0.03957020997568611,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
56,0.03898882820779099,0.03628859991206081,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
57,0.03720719058494467,0.04108617423149768,0.9794405038405821,0.9890061565523307,0.9691845972185777,0.9914482510389058
58,0.03734405462534831,0.038704533274093005,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
59,0.036491008829788875,0.04081485811014813,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
60,0.036342866417300494,0.03712205483316851,0.9863323113762619,0.9925241864555848,0.97875,0.9949101796407186
61,0.042782854138082166,0.05373139419611756,0.9451549042355386,0.974934036939314,0.9268518518518518,0.9669333464219103
62,0.03817123454555656,0.03534124795553867,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
63,0.03544202310621334,0.03164197705365003,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
64,0.03594386687848205,0.031178937363213054,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
65,0.03406719860512427,0.032979769244783526,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
66,0.040941826239898595,0.03447116754798377,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
67,0.03775513440288171,0.04851157593695658,0.994363748863914,0.9973614775725593,0.9920634920634921,0.9968023137398672
68,0.040570594535143,0.0366000965280211,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
69,0.03740554410036439,0.04016059434914547,0.9863323113762619,0.9925241864555848,0.97875,0.9949101796407186
70,0.038265293426146964,0.048211702349593266,0.994255995898752,0.9969217238346526,0.9907894736842106,0.9979041916167665
71,0.043171822400747246,0.042184868180369116,0.9832503608012373,0.9907651715039578,0.9742647058823529,0.9937125748502994
72,0.0378351490996117,0.03149160858744996,0.9654103841360507,0.9885664028144239,0.9611516240400197,0.971947907463761
73,0.040986673287592305,0.03470274338968878,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
74,0.04161142044613846,0.03248704737912382,0.9927238831936548,0.9964819700967458,0.9890515515515516,0.9965380713981873
75,0.040893763997040825,0.03805882927348138,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
76,0.03812373933232768,0.04272371964167112,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
77,0.03335498433469318,0.03365108638136871,0.9950662996277916,0.9973614775725593,0.9920634920634921,0.9982035928143713
78,0.03639171198834334,0.03359278532280771,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
79,0.03897256169540255,0.03933341185035628,0.9958799770120524,0.9978012313104662,0.9933510638297872,0.9985029940119761
80,0.038551181234600974,0.04478966646394451,0.994255995898752,0.9969217238346526,0.9907894736842106,0.9979041916167665
81,0.03980298690099038,0.04656833118170159,0.9660107112249574,0.9824098504837291,0.9515170183274295,0.9837570760119105
