epoch,train_loss,val_loss,val_f1,val_accuracy,val_precision,val_recall
1,0.32871961903113583,0.34613093733787537,0.8793619612845492,0.9171294318667236,0.8477123904729243,0.9171294318667236
2,0.2488592218894225,0.13029570877552032,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
3,0.2057606264948845,0.2486840368885743,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
4,0.16635192735837057,0.18495124107912966,0.9324130947081936,0.9414780008543358,0.939619674716397,0.9414780008543358
5,0.14392381511055508,0.13605292396325813,0.9471990064718876,0.9444681759931653,0.9546067748758906,0.9444681759931653
6,0.1501421883702278,0.1303280391975453,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
7,0.1279435977912866,0.10336932814434956,0.9793452948288348,0.9794959419051688,0.9830737283580198,0.9794959419051688
8,0.12022268130229069,0.14954844901436254,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
9,0.1311793573630544,0.10214859129566896,0.9797663919687729,0.9799231097821444,0.9836117082574558,0.9799231097821444
10,0.13675224070365613,0.12483923137187958,0.9471990064718876,0.9444681759931653,0.9546067748758906,0.9444681759931653
11,0.12755936086177827,0.29703947431162786,0.8706534429876579,0.8543357539513029,0.9295864369181256,0.8543357539513029
12,0.11942483801573801,0.0972331654476492,0.9793452948288348,0.9794959419051688,0.9830737283580198,0.9794959419051688
13,0.1144492669747426,0.10908743562666993,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
14,0.18975784067924206,0.25551176306448486,0.8762259163801838,0.8607432721059376,0.9303522486174445,0.8607432721059376
15,0.19586623471516829,0.11751850517956834,0.9218663145114361,0.9380606578385305,0.9465032924157876,0.9380606578385305
16,0.1331214596445744,0.1498137586995175,0.9468276149745263,0.9440410081161896,0.9543822301468153,0.9440410081161896
17,0.12728986384776922,0.13782217647684247,0.9471990064718876,0.9444681759931653,0.9546067748758906,0.9444681759931653
18,0.12168137924029276,0.1783832460641861,0.891975938055663,0.8791114908158907,0.9337450029536498,0.8791114908158907
19,0.12178356641760239,0.10842425180108924,0.9735437907970599,0.9735155916275096,0.9762225867471284,0.9735155916275096
